f_word,s_word,f_amount,s_amount,pair_amount,pmi
przyjemność,udowodnić,10,1,3,9.02292266586191
uspokajająco,wybrać,1,10,3,9.02292266586191
północ,gdzie,1,10,3,9.02292266586191
skupienie,wielogodzinny,10,1,3,9.02292266586191
pójściem,spacer,2,5,3,9.02292266586191
zainspirować,—,2,5,3,9.02292266586191
zasada,play,10,1,3,9.02292266586191
konsekwencja,jej,1,10,3,9.02292266586191
ciąg,dołożyć,10,2,6,9.02292266586191
nazwa,nazwisko,5,4,6,9.02292266586191
zakładać,pot,2,5,3,9.02292266586191
artykuł,zagraniczny,5,2,3,9.02292266586191
wpływać,lawinowo,10,1,3,9.02292266586191
świadomy,wcześniej,2,5,3,9.02292266586191
ustalić,stała,2,5,3,9.02292266586191
umożliwiać,uzyskanie,5,2,3,9.02292266586191
najczęściej,wprowadzenie,10,1,3,9.02292266586191
rasa,coon,10,1,3,9.02292266586191
biec,gdzie,1,10,3,9.02292266586191
artykuł,czasopismo,5,2,3,9.02292266586191
naprawdę,interesować,10,1,3,9.02292266586191
spacer,rodzina,5,2,3,9.02292266586191
sygnał,zatrzymanie,5,2,3,9.02292266586191
rzadki,pochodzenie,2,5,3,9.02292266586191
prawie,klasyczny,5,2,3,9.02292266586191
oecd,wspomniany,2,5,3,9.02292266586191
kotek,żyć,5,2,3,9.02292266586191
pisanie,obliczeniowy,10,1,3,9.02292266586191
znudzenie,przyzwyczajenie,2,5,3,9.02292266586191
mieszkać,dom,1,10,3,9.02292266586191
stała,jeździectwo,5,2,3,9.02292266586191
radioaktywny,nikt,2,5,3,9.02292266586191
energia,ciąg,2,10,6,9.02292266586191
zasada,markera,10,1,3,9.02292266586191
przeważnie,okres,2,5,3,9.02292266586191
światopogląd,wrażliwość,2,5,3,9.02292266586191
uczestniczyć,klasa,1,10,3,9.02292266586191
brak,nauczenie,5,2,3,9.02292266586191
naprawdę,rada,10,1,3,9.02292266586191
społeczny,udowadniać,10,1,3,9.02292266586191
głęboki,znak,10,1,3,9.02292266586191
narzędzie,polepszenie,10,1,3,9.02292266586191
cry,the,2,5,3,9.02292266586191
przemysł,podkreślać,2,5,3,9.02292266586191
amerykański,maryanne,5,2,3,9.02292266586191
minuta,zapoznać,10,1,3,9.02292266586191
nieodwracalność,społeczny,1,10,3,9.02292266586191
narzędzie,manipulacja,10,1,3,9.02292266586191
wyciągnięty,ruch,2,5,3,9.02292266586191
nieznaczącym,wynik,1,10,3,9.02292266586191
nurt,prawie,2,5,3,9.02292266586191
przestrzeń,pisanie,1,10,3,9.02292266586191
dostosowany,jej,1,10,3,9.02292266586191
normalny,wystarczyć,1,10,3,9.02292266586191
commerce,wojciech,5,2,3,9.02292266586191
teoretycznie,brak,2,5,3,9.02292266586191
klasa,określać,10,1,3,9.02292266586191
mikroelement,wpływać,1,10,3,9.02292266586191
związek,zawarty,5,2,3,9.02292266586191
30,stała,2,5,3,9.02292266586191
wydawać,zbieranie,10,1,3,9.02292266586191
rosnąć,kostny,5,2,3,9.02292266586191
sprzęt,otrzymać,5,2,3,9.02292266586191
rytm,serce,2,5,3,9.02292266586191
fundament,spektakularny,5,2,3,9.02292266586191
wysiłek,zakończony,5,2,3,9.02292266586191
powierzyć,ręka,1,10,3,9.02292266586191
airpodsy,naprawdę,1,10,3,9.02292266586191
sadzenie,dotyczyć,2,5,3,9.02292266586191
charakterystyka,słuchawka,1,10,3,9.02292266586191
ręka,weterynarz,10,1,3,9.02292266586191
koniecznie,artykuł,2,5,3,9.02292266586191
przyzwyczajenie,ciągły,5,2,3,9.02292266586191
zaliczać,spacer,2,5,3,9.02292266586191
las,sadzonka,5,2,3,9.02292266586191
ograniczony,ziemia,2,5,3,9.02292266586191
jakiś,wiązać,5,2,3,9.02292266586191
spektakularny,zanim,2,5,3,9.02292266586191
dom,uboższy,10,1,3,9.02292266586191
zmienić,faza,5,2,3,9.02292266586191
związany,rozum,5,2,3,9.02292266586191
niezwykle,ranga,10,1,3,9.02292266586191
ruch,tajski,5,2,3,9.02292266586191
prawie,miliard,5,2,3,9.02292266586191
najpopularniejszy,tajski,5,2,3,9.02292266586191
uniknąć,demencja,2,5,3,9.02292266586191
ponosić,koszt,2,5,3,9.02292266586191
udostępnić,szeroki,2,5,3,9.02292266586191
zaniknąć,wynik,1,10,3,9.02292266586191
opublikować,wcześniej,2,5,3,9.02292266586191
powieść,ułatwić,10,1,3,9.02292266586191
rodzina,nazwa,2,5,3,9.02292266586191
najszybszy,większość,2,5,3,9.02292266586191
specjalny,usuwać,5,2,3,9.02292266586191
prostu,regularnie”,10,1,3,9.02292266586191
13,lew,5,8,12,9.02292266586191
perspektywa,gatunkowy,10,1,3,9.02292266586191
precyzyjny,dana,2,5,3,9.02292266586191
żaden,powiadomienie,5,2,3,9.02292266586191
dogłębny,koszt,2,5,3,9.02292266586191
m,dwie,5,2,3,9.02292266586191
społeczny,uzupełnienie,10,1,3,9.02292266586191
dolny,las,2,5,3,9.02292266586191
wynik,remediacja,10,1,3,9.02292266586191
kończyna,ziemia,2,5,3,9.02292266586191
1,milion,5,2,3,9.02292266586191
metoda,wycinanie,10,1,3,9.02292266586191
ryfą,wpływać,1,10,3,9.02292266586191
obszar,osiągać,5,2,3,9.02292266586191
społeczny,niesprawiedliwość,10,1,3,9.02292266586191
ziemia,doniczka,5,4,6,9.02292266586191
child,zasada,1,10,3,9.02292266586191
okap,gdzie,1,10,3,9.02292266586191
wskazówka,naprawdę,1,10,3,9.02292266586191
deszczowy,pospolity,2,5,3,9.02292266586191
zaskakująco,przyjemność,1,10,3,9.02292266586191
gdzie,wywrzeć,10,1,3,9.02292266586191
mężczyzna,kobieta,2,5,3,9.02292266586191
prezencie”,dom,1,10,3,9.02292266586191
społeczny,dostarczanie,10,1,3,9.02292266586191
skupienie,wzmocniony,10,1,3,9.02292266586191
platon,naprawdę,1,10,3,9.02292266586191
muzyka,proca,2,5,3,9.02292266586191
czuć,walka,5,2,3,9.02292266586191
różnić,diametralnie,5,2,3,9.02292266586191
dynamiczny,klasa,1,10,3,9.02292266586191
naprawdę,wykonany,10,1,3,9.02292266586191
badacz,przyjrzeć,5,2,3,9.02292266586191
ziemia,organiczny,5,2,3,9.02292266586191
biały,czarny,2,5,3,9.02292266586191
magiczny,związany,2,5,3,9.02292266586191
dom,ogród,10,1,3,9.02292266586191
wzgląd,neuroplastyczność,5,2,3,9.02292266586191
ubranko,wydawać,1,10,3,9.02292266586191
rasa,wybierany,10,1,3,9.02292266586191
przyroda,poznać,2,5,3,9.02292266586191
minuta,“nie,10,1,3,9.02292266586191
pisanie,programowanie,10,1,3,9.02292266586191
funkcjonowanie,zastanowić,2,5,3,9.02292266586191
stała,poważny,5,2,3,9.02292266586191
jedynie,młoda,5,2,3,9.02292266586191
spacer,mieszkanie,5,2,3,9.02292266586191
częściej,używany,9,3,8,9.005000757864648
korzyści,płynący,9,3,8,9.005000757864648
n,e,3,9,8,9.005000757864648
przekładnia,hybrydowy,3,9,8,9.005000757864648
program,szczepienie,4,6,7,8.982280681364564
wykonać,divot,6,4,7,8.982280681364564
większy,swoboda,14,1,4,8.952533337970513
znacząco,mniej,2,7,4,8.952533337970513
nagranie,film,1,7,2,8.952533337970513
centrum,galaktyka,2,7,4,8.952533337970513
idea,niebyt,7,1,2,8.952533337970513
około,70,7,2,4,8.952533337970513
naturalny,zapach,2,7,4,8.952533337970513
szczególny,stymulacja,2,7,4,8.952533337970513
szkodnik,sposób,1,7,2,8.952533337970513
ryba,prefektura,7,1,2,8.952533337970513
naukowiec,uniwersytecki,7,1,2,8.952533337970513
spektakularny,efekt,2,7,4,8.952533337970513
twierdzący,dostępny,1,7,2,8.952533337970513
anturażu,ryba,1,7,2,8.952533337970513
znaczny,grupa,2,7,4,8.952533337970513
zakład,1700,7,1,2,8.952533337970513
występujący,tam,2,7,4,8.952533337970513
kierunek,ulec,7,2,4,8.952533337970513
chociażby,Internet,1,7,2,8.952533337970513
pionek,we,2,7,4,8.952533337970513
zdrowy,dieta,7,4,8,8.952533337970513
tyle,strata,7,1,2,8.952533337970513
przyćmiewać,galaktyka,1,7,2,8.952533337970513
oba,zakład,2,7,4,8.952533337970513
rytmika,galop,1,7,2,8.952533337970513
poczytać,zrelaksować,1,7,2,8.952533337970513
ponad,piętnastolatek,7,1,2,8.952533337970513
istotny,krok,7,2,4,8.952533337970513
płatność,google,7,1,2,8.952533337970513
½,swing,1,7,2,8.952533337970513
nieco,krótszy,7,2,4,8.952533337970513
faktyczny,oczywiście,1,7,2,8.952533337970513
mobil,około,1,7,2,8.952533337970513
sposób,pobudzenie,7,1,2,8.952533337970513
ryba,pływający,7,1,2,8.952533337970513
równia,istotny,2,7,4,8.952533337970513
robić,precyzyjnie,7,1,2,8.952533337970513
wybierać,skoro,7,2,4,8.952533337970513
istotny,realizacja,7,1,2,8.952533337970513
tytuł,konkurencja,7,2,4,8.952533337970513
ekscytować,film,1,7,2,8.952533337970513
ujmować,środowisko,1,7,2,8.952533337970513
ryba,toteż,7,1,2,8.952533337970513
kontekst,nieco,1,7,2,8.952533337970513
agresja,depresja,1,7,2,8.952533337970513
rozrywkowy,oczywiście,2,7,4,8.952533337970513
tytuł,sport,7,2,4,8.952533337970513
kierunek,dystans,7,1,2,8.952533337970513
charytatywny,3,1,14,4,8.952533337970513
filozof,idea,1,7,2,8.952533337970513
we,wczesny,7,2,4,8.952533337970513
bieżąco,nauka,1,7,2,8.952533337970513
klasyka,polski,2,7,4,8.952533337970513
paintballu,gra,1,14,4,8.952533337970513
bezbłędnie,kierunek,1,7,2,8.952533337970513
wciągający,naukowiec,1,7,2,8.952533337970513
piesek,kąpać,7,1,2,8.952533337970513
pole,gra,1,14,4,8.952533337970513
nieźle,ja,1,14,4,8.952533337970513
wysoki,starość,7,1,2,8.952533337970513
kluczowy,rola,7,4,8,8.952533337970513
koncentrować,granica,7,1,2,8.952533337970513
predyktorem,wysoki,2,7,4,8.952533337970513
wspomagać,koncentracja,1,14,4,8.952533337970513
starczy,choroba,1,7,2,8.952533337970513
grupa,uwielbiać,7,1,2,8.952533337970513
dostępny,obornik,7,1,2,8.952533337970513
opuszczony,galop,1,7,2,8.952533337970513
poważny,choroba,2,7,4,8.952533337970513
stworzyć,ciekawy,2,7,4,8.952533337970513
nerwowy,zachodzący,7,2,4,8.952533337970513
interpersonalnych,mapa,1,7,2,8.952533337970513
pośredni,galop,2,7,4,8.952533337970513
bezdomny,tam,1,7,2,8.952533337970513
nauka,umowa,7,1,2,8.952533337970513
kojący,polegać,1,7,2,8.952533337970513
szczęśliwy,społeczeństwo,2,7,4,8.952533337970513
naukowiec,kalifornijskiego,7,1,2,8.952533337970513
samo,ponownie,7,1,2,8.952533337970513
nieszablonowy,przeznaczony,1,7,2,8.952533337970513
drażnić,ja,1,14,4,8.952533337970513
2024,przede,1,7,2,8.952533337970513
społeczeństwo,corocznie,7,1,2,8.952533337970513
komórka,nerwowy,6,7,12,8.952533337970513
maltańczyk,piesek,1,7,2,8.952533337970513
gra,zespołowy,14,1,4,8.952533337970513
samopoczucie,koncentracja,2,14,8,8.952533337970513
piekielnie,dziś,1,7,2,8.952533337970513
izolacja,tyle,1,7,2,8.952533337970513
niedawny,wiedzieć,1,14,4,8.952533337970513
przydatny,we,2,7,4,8.952533337970513
przekonywać,6,1,7,2,8.952533337970513
przedsiębiorczość,dobre,1,7,2,8.952533337970513
stereotyp,coraz,1,7,2,8.952533337970513
polegać,uproszczenie,7,1,2,8.952533337970513
95,grupa,1,7,2,8.952533337970513
nierejestrowane,rodzic,1,7,2,8.952533337970513
doświadczenie,no,7,2,4,8.952533337970513
przekazany,rodzic,2,7,4,8.952533337970513
wybierać,ułatwić,7,1,2,8.952533337970513
dogłębny,poznanie,2,7,4,8.952533337970513
dobre,ustny,7,1,2,8.952533337970513
ponad,tys,7,3,6,8.952533337970513
polegać,celowanie,7,1,2,8.952533337970513
ciekawy,redukować,7,1,2,8.952533337970513
obszerny,ryba,1,7,2,8.952533337970513
narażony,choroba,1,7,2,8.952533337970513
odpowiadać,tzw,1,7,2,8.952533337970513
galaktyka,promieniowanie,7,1,2,8.952533337970513
posiadać,stosowny,7,2,4,8.952533337970513
wymagający,precyzja,7,1,2,8.952533337970513
praca,zależy,21,1,6,8.952533337970513
wzorować,idea,1,7,2,8.952533337970513
galop,trzytaktowy,7,1,2,8.952533337970513
spłaszczony,ciało,1,14,4,8.952533337970513
tytuł,przerywanie,7,1,2,8.952533337970513
zdrowy,jadłospis,7,1,2,8.952533337970513
wymagający,rozwiązywanie,7,2,4,8.952533337970513
masa,ciało,2,14,8,8.952533337970513
rodzic,niwelować,7,1,2,8.952533337970513
lewa,około,1,7,2,8.952533337970513
promieniowanie,galaktyka,1,7,2,8.952533337970513
noblistką,przede,1,7,2,8.952533337970513
uboższy,mniej,1,7,2,8.952533337970513
świadom,robić,1,7,2,8.952533337970513
galaktyka,zniekształcać,7,1,2,8.952533337970513
posiadać,potwierdzać,7,1,2,8.952533337970513
prawdopodobieństwo,choroba,1,7,2,8.952533337970513
ponad,„z,7,1,2,8.952533337970513
wzrosnąć,6,1,7,2,8.952533337970513
zdrowy,alternatywa,7,1,2,8.952533337970513
najszybszy,galop,2,7,4,8.952533337970513
niezrównoważony,potrzebować,1,7,2,8.952533337970513
obsługiwać,około,2,7,4,8.952533337970513
ponad,witać,7,1,2,8.952533337970513
błonnik,ryba,1,7,2,8.952533337970513
mniej,nacja,7,1,2,8.952533337970513
kluczowy,komponent,7,2,4,8.952533337970513
społecznościowych,tytuł,1,7,2,8.952533337970513
dobre,wersja,7,1,2,8.952533337970513
szczęśliwy,oczywiście,2,7,4,8.952533337970513
ktoś,cierpieć,7,1,2,8.952533337970513
około,centymetr,7,1,2,8.952533337970513
funt,tytuł,1,7,2,8.952533337970513
piesek,wdzięczny,7,1,2,8.952533337970513
dożywać,około,1,7,2,8.952533337970513
partner,posiadać,2,7,4,8.952533337970513
widzenie,spojrzeć,7,2,4,8.952533337970513
głowa,płetwa,7,1,2,8.952533337970513
dobre,nowoczesny,7,1,2,8.952533337970513
preparat,przeznaczony,2,7,4,8.952533337970513
podjęcie,oczywiście,2,7,4,8.952533337970513
stara,naukowiec,1,7,2,8.952533337970513
porównać,widzenie,1,7,2,8.952533337970513
około,chętny,7,1,2,8.952533337970513
wydzielać,zapach,1,7,2,8.952533337970513
zawieszenie,galop,2,7,4,8.952533337970513
ponad,dwukrotnie,7,2,4,8.952533337970513
efekt,niemożność,7,1,2,8.952533337970513
zaokrąglony,głowa,2,7,4,8.952533337970513
wymagający,rozproszenie,7,1,2,8.952533337970513
dostępny,sterowanie,7,1,2,8.952533337970513
doskonały,stymulacja,2,7,4,8.952533337970513
oczywiście,podkreślić,7,1,2,8.952533337970513
dostępny,chusteczka,7,1,2,8.952533337970513
ponad,300,7,2,4,8.952533337970513
płatność,konsekwentnie,7,1,2,8.952533337970513
kierunek,dariusz,7,1,2,8.952533337970513
zapach,przepadać,7,1,2,8.952533337970513
specjalistyczny,piesek,2,7,4,8.952533337970513
tkanka,zapach,1,7,2,8.952533337970513
ktoś,terenowy,7,1,2,8.952533337970513
gra,planowanie,14,1,4,8.952533337970513
poradzić,praca,1,21,6,8.952533337970513
środowisko,„w,7,1,2,8.952533337970513
nosówka,choroba,1,7,2,8.952533337970513
synaptycznych,jaki,1,14,4,8.952533337970513
regularnie,ciekaw,7,2,4,8.952533337970513
spełnienie,koncentrować,1,7,2,8.952533337970513
pominąć,plan,1,7,2,8.952533337970513
uderzenie,leżeć,7,1,2,8.952533337970513
początek,przyszły,7,2,4,8.952533337970513
zainteresować,ja,1,14,4,8.952533337970513
samo,kupno,7,2,4,8.952533337970513
skłonić,grupa,1,7,2,8.952533337970513
stymulacja,wyostrzyć,7,1,2,8.952533337970513
polegać,pojedynczy,7,1,2,8.952533337970513
zrelaksować,medytacja,7,1,2,8.952533337970513
wieczorem,wybierać,1,7,2,8.952533337970513
obumarcie,istotny,1,7,2,8.952533337970513
początek,pociągać,7,1,2,8.952533337970513
ja,uświadomić,14,1,4,8.952533337970513
rad,depresja,1,7,2,8.952533337970513
byt,idea,2,7,4,8.952533337970513
wymagający,rozwinięty,7,1,2,8.952533337970513
oglądanie,film,4,7,8,8.952533337970513
bezobrazowe,polegać,1,7,2,8.952533337970513
posiadać,atut,7,1,2,8.952533337970513
zakład,planowany,7,1,2,8.952533337970513
podkreślanie,sposób,1,7,2,8.952533337970513
zrelaksować,przenieść,7,1,2,8.952533337970513
społeczeństwo,wąski,7,1,2,8.952533337970513
poznanie,bezobrazowe,7,1,2,8.952533337970513
mniej,przychodzić,7,2,4,8.952533337970513
zaskakująco,większy,1,14,4,8.952533337970513
kierunek,otwarcie,7,1,2,8.952533337970513
petera,naukowiec,1,7,2,8.952533337970513
przyczyniać,poprawa,1,7,2,8.952533337970513
choroba,tkanka,7,1,2,8.952533337970513
paintballu,polegać,1,7,2,8.952533337970513
przeciwstawić,posiadać,1,7,2,8.952533337970513
tam,wywrzeć,7,1,2,8.952533337970513
papierowy,Internet,1,7,2,8.952533337970513
oczywiście,odnoszący,7,1,2,8.952533337970513
regularnie,przebadać,7,1,2,8.952533337970513
smutny,oczywiście,1,7,2,8.952533337970513
ja,uwierzyć,14,1,4,8.952533337970513
poznanie,empiryczny,7,1,2,8.952533337970513
gra,planszowych,14,1,4,8.952533337970513
rozbudować,zakład,1,7,2,8.952533337970513
zmniejszenie,depresja,2,7,4,8.952533337970513
rozcieńczenie,dostępny,1,7,2,8.952533337970513
tam,ćwiertniewicz,7,1,2,8.952533337970513
twierdza,robić,1,7,2,8.952533337970513
poszczególny,grupa,2,7,4,8.952533337970513
górski,mapa,1,7,2,8.952533337970513
paintballa,ktoś,1,7,2,8.952533337970513
mapa,biegacz,7,1,2,8.952533337970513
6,miliard,7,2,4,8.952533337970513
jaki,przewaga,14,1,4,8.952533337970513
większy,restrykcja,14,1,4,8.952533337970513
neuroplastyczność,polegać,2,7,4,8.952533337970513
ryba,typowo,7,2,4,8.952533337970513
rodzic,niemowlęctwo,7,3,6,8.952533337970513
zaznaczyć,posiadać,1,7,2,8.952533337970513
rodzic,decydentów,7,1,2,8.952533337970513
otwarcie,znaleźć,1,14,4,8.952533337970513
zdawać,sprawa,4,8,9,8.929813261470429
akwarium,reda,11,1,3,8.885419142111976
koniec,wzrosnąć,11,1,3,8.885419142111976
trudny,rezygnować,11,1,3,8.885419142111976
wyprowadzanie,długi,1,11,3,8.885419142111976
grzeszyć,aktywność,1,11,3,8.885419142111976
koronny,5,1,11,3,8.885419142111976
niepodobny,nic,1,11,3,8.885419142111976
akcent,postać,1,11,3,8.885419142111976
5,le,11,1,3,8.885419142111976
koniec,br,11,1,3,8.885419142111976
ona,pęseta,11,1,3,8.885419142111976
język,spłatać,11,1,3,8.885419142111976
trudny,wymówienie,11,2,6,8.885419142111976
studiować,język,1,11,3,8.885419142111976
atut,postać,1,11,3,8.885419142111976
spędzanie,godzina,1,11,3,8.885419142111976
rozwiązanie,wbrew,11,1,3,8.885419142111976
długodziałające,postać,1,11,3,8.885419142111976
postać,wybarwienia,11,1,3,8.885419142111976
podejmowany,aktywność,1,11,3,8.885419142111976
uaktywniać,częsty,1,11,3,8.885419142111976
częsty,pstrążenia,11,1,3,8.885419142111976
propozycja,największy,1,11,3,8.885419142111976
koniec,50,11,1,3,8.885419142111976
granica,zrozumienie,1,11,3,8.885419142111976
5,centymetr,11,1,3,8.885419142111976
rozwiązanie,powodowany,11,1,3,8.885419142111976
trzymany,zbyt,1,11,3,8.885419142111976
mobilny,ona,1,11,3,8.885419142111976
ona,osłabić,11,1,3,8.885419142111976
trudny,działacz,11,1,3,8.885419142111976
starość,słownictwo,1,11,3,8.885419142111976
ustępować,ty,1,11,3,8.885419142111976
bijący,ty,1,11,3,8.885419142111976
pasować,akwarium,1,11,3,8.885419142111976
płynął,ty,1,11,3,8.885419142111976
aktywność,uważany,11,1,3,8.885419142111976
ty,pokój,11,2,6,8.885419142111976
częsty,pobieżny,11,1,3,8.885419142111976
rozwiązanie,stacjonarny,11,1,3,8.885419142111976
wdzięczny,koniec,1,11,3,8.885419142111976
gnicie,u,1,11,3,8.885419142111976
ty,wnuki,11,1,3,8.885419142111976
jakkolwiek,ty,1,11,3,8.885419142111976
nic,wnosić,11,1,3,8.885419142111976
przyciśnięcie,język,1,11,3,8.885419142111976
język,paintballu,11,1,3,8.885419142111976
akwarium,założyć,11,1,3,8.885419142111976
słownictwo,poszerzanie,11,1,3,8.885419142111976
łatwiejszy,rozwiązanie,1,11,3,8.885419142111976
podstawka,ona,1,11,3,8.885419142111976
divoty,zbyt,1,11,3,8.885419142111976
zbyt,stężenie,11,1,3,8.885419142111976
nic,geralt,11,1,3,8.885419142111976
ona,przelew,11,1,3,8.885419142111976
u,konsultacja,11,1,3,8.885419142111976
godzina,przebudzenie,11,2,6,8.885419142111976
związać,koniec,1,11,3,8.885419142111976
największy,niepamiętny,11,1,3,8.885419142111976
słownictwo,ortografia,11,1,3,8.885419142111976
wywrzeć,największy,1,11,3,8.885419142111976
rozpocząć,dziać,1,11,3,8.885419142111976
ty,łóżka”,11,1,3,8.885419142111976
krytyczny,empatii,11,1,3,8.885419142111976
wystarczający,zrozumienie,1,11,3,8.885419142111976
akwarium,srebrzysty,11,1,3,8.885419142111976
ona,stop,11,1,3,8.885419142111976
trudny,stabilny,11,1,3,8.885419142111976
u,rodowodowy,11,1,3,8.885419142111976
kiedy,zagłębiać,13,2,7,8.866803463944628
pierwsza,zaoferować,15,1,4,8.852997664419597
związek,chemiczny,5,3,4,8.852997664419597
nad,wyrabianie,15,1,4,8.852997664419597
następnie,20,3,5,4,8.852997664419597
nad,sobą,15,2,8,8.852997664419597
ulepszenie,kwestia,1,15,4,8.852997664419597
kolejność,poruszanie,5,3,4,8.852997664419597
badacz,pisa,5,3,4,8.852997664419597
kilkanaście,przekąska,5,6,8,8.852997664419597
encyklopedia,dlatego,1,15,4,8.852997664419597
amerykański,krzew,5,3,4,8.852997664419597
historia,niewciągające,15,1,4,8.852997664419597
naszą,noblistką,15,1,4,8.852997664419597
napięcie,większość,3,5,4,8.852997664419597
zbrojniki,pospolity,3,5,4,8.852997664419597
uruchomienie,obecny,3,5,4,8.852997664419597
uderzyć,najpopularniejszy,3,5,4,8.852997664419597
widać,kobieta,3,5,4,8.852997664419597
dlatego,namawiać,15,1,4,8.852997664419597
mol,lubić,3,5,4,8.852997664419597
mocny,sygnał,3,5,4,8.852997664419597
policzek,nad,1,15,4,8.852997664419597
stomatolog,przeprowadzić,5,3,4,8.852997664419597
wędkarski,sprzęt,3,5,4,8.852997664419597
kto,nigdy,5,3,4,8.852997664419597
amazonka,wraz,3,5,4,8.852997664419597
pomoc,specjalny,3,5,4,8.852997664419597
60,spowalniać,3,5,4,8.852997664419597
taką,wędka,3,5,4,8.852997664419597
podlewanie,zależeć,3,5,4,8.852997664419597
okres,zimowy,5,3,4,8.852997664419597
dostarczać,substancja,5,3,4,8.852997664419597
nastolatek,lubić,3,5,4,8.852997664419597
szybkość,ruch,3,5,4,8.852997664419597
pochodzenie,zwierzęcy,5,3,4,8.852997664419597
historia,wyrzutek,15,1,4,8.852997664419597
grono,badacz,3,5,4,8.852997664419597
oryginał,nad,1,15,4,8.852997664419597
żaden,wypadek,5,3,4,8.852997664419597
zadanie,poboczny,9,5,12,8.852997664419597
opowiadany,historia,2,15,8,8.852997664419597
rozpraszać,naszą,1,15,4,8.852997664419597
warstwa,las,3,5,4,8.852997664419597
prawie,całkowity,5,3,4,8.852997664419597
całkowity,brak,3,5,4,8.852997664419597
opowiadanie,artykuł,3,5,4,8.852997664419597
pozostać,czysta,5,3,4,8.852997664419597
wykładać,dlatego,1,15,4,8.852997664419597
zimowy,spowalniać,3,5,4,8.852997664419597
wątpliwość,większość,3,5,4,8.852997664419597
rozwijanie,wrażliwość,3,5,4,8.852997664419597
zazwyczaj,dotyczyć,3,5,4,8.852997664419597
sprzęt,oferować,5,3,4,8.852997664419597
dlatego,działacz,15,1,4,8.852997664419597
niezbędny,fundament,3,5,4,8.852997664419597
minimum,1,3,5,4,8.852997664419597
miniony,miesiąc,3,5,4,8.852997664419597
systematycznie,rosnąć,3,5,4,8.852997664419597
opis,dana,3,5,4,8.852997664419597
cena,wspomniany,3,5,4,8.852997664419597
opisywany,historia,1,15,4,8.852997664419597
przynajmniej,twierdzić,5,3,4,8.852997664419597
62,proca,3,5,4,8.852997664419597
trafić,widać,5,3,4,8.852997664419597
wystąpienie,klasa,3,10,8,8.852997664419597
skoncentrować,zastanowić,3,5,4,8.852997664419597
przestać,rosnąć,3,5,4,8.852997664419597
produkcja,silnik,9,5,12,8.852997664419597
wziąć,13,3,5,4,8.852997664419597
przerywanie,historia,1,15,4,8.852997664419597
carvingu,najpopularniejszy,3,5,4,8.852997664419597
łatwiej,skoncentrować,5,3,4,8.852997664419597
terytorialny,dlatego,1,15,4,8.852997664419597
tysiąc,złoty,5,3,4,8.852997664419597
potencjał,związany,3,5,4,8.852997664419597
kontrolny,stomatolog,3,5,4,8.852997664419597
pisa,wykazać,3,5,4,8.852997664419597
lekarz,wykazać,3,5,4,8.852997664419597
68,tuż,2,4,2,8.759888260028116
sumienność,dokładny,2,2,1,8.759888260028116
wskazany,kart,1,4,1,8.759888260028116
spędzanie,zbiornik,1,4,1,8.759888260028116
działania,zatrudnienie,2,2,1,8.759888260028116
uczucie,neuroplastyczność,4,2,2,8.759888260028116
setka,opóźniać,2,2,1,8.759888260028116
zewnątrz,iż,1,4,1,8.759888260028116
nasza,pozostawać,4,3,3,8.759888260028116
dodatkowy,audiobooków,4,2,2,8.759888260028116
składać,10,2,6,3,8.759888260028116
równocześnie,decyzja,1,4,1,8.759888260028116
konstrukcja,otoczenie,1,4,1,8.759888260028116
„psują”,zakończenie,1,4,1,8.759888260028116
przyszły,sukces,2,8,4,8.759888260028116
drzewo,krzew,4,3,3,8.759888260028116
czeremcha,zwalczanie,4,2,2,8.759888260028116
dominować,kultura,1,4,1,8.759888260028116
test,ocena,4,3,3,8.759888260028116
terytorialny,teren,1,8,2,8.759888260028116
zatem,banalny,12,1,3,8.759888260028116
chwila,emocja,4,3,3,8.759888260028116
synaps,połączenie,1,16,4,8.759888260028116
śniadanie,przebudzenie,4,2,2,8.759888260028116
zniknąć,natychmiast,2,2,1,8.759888260028116
płeć,szczególnie,1,12,3,8.759888260028116
myśl,kojarzący,8,1,2,8.759888260028116
zajmować,wykazywać,2,4,2,8.759888260028116
instagramie,potrzeba,1,4,1,8.759888260028116
współpraca,bank,1,8,2,8.759888260028116
kar,deska,1,4,1,8.759888260028116
tpay,umożliwiający,2,2,1,8.759888260028116
pi”,powód,1,16,4,8.759888260028116
pisać,maryanne,8,2,4,8.759888260028116
użycie,aranżacja,4,1,1,8.759888260028116
sprzedaż,systematycznie,4,3,3,8.759888260028116
zawód,trasa,2,2,1,8.759888260028116
warunek,jakiejkolwiek,8,1,2,8.759888260028116
nadchodzić,narodowy,1,4,1,8.759888260028116
koniecznie,szczególny,2,2,1,8.759888260028116
rozum,panować,2,2,1,8.759888260028116
przydatny,aspekt,2,4,2,8.759888260028116
zatem,aukcja,12,1,3,8.759888260028116
komórka,zachodzący,6,2,3,8.759888260028116
psychiczny,angażowanie,6,2,3,8.759888260028116
lipa,drzewo,1,4,1,8.759888260028116
zwierzę,pochylony,8,1,2,8.759888260028116
brzmieć,prosta,1,8,2,8.759888260028116
cunningham,university,2,6,3,8.759888260028116
odbiorca,temat,2,8,4,8.759888260028116
twórca,demiurg,4,2,2,8.759888260028116
pisa,for,3,4,3,8.759888260028116
pobudzać,wzrost,4,2,2,8.759888260028116
łączący,batmana,2,2,1,8.759888260028116
